Music,Genre,SampleRate
"[ 0.32260132  0.28216553  0.27111816 ... -0.29141235 -0.82580566
 -0.31747437]",pop,22050
"[-0.26919556 -0.24667358 -0.18579102 ...  0.01272583 -0.00299072
 -0.0149231 ]",pop,22050
"[-0.18103027 -0.14593506 -0.11779785 ...  0.31704712  0.13739014
 -0.08468628]",pop,22050
"[ 0.00708008 -0.00595093 -0.00735474 ...  0.23013306  0.27703857
  0.28320312]",pop,22050
[0.06167603 0.06103516 0.06005859 ... 0.05038452 0.06747437 0.05651855],pop,22050
"[-0.08126831  0.03677368  0.02056885 ... -0.12475586 -0.08557129
 -0.05020142]",pop,22050
"[ 0.23556519  0.13513184  0.04632568 ... -0.19186401 -0.29864502
 -0.36026   ]",pop,22050
"[ 0.10751343  0.11776733  0.11846924 ... -0.0592041  -0.22479248
 -0.05606079]",pop,22050
"[ 0.0050354   0.00750732  0.00408936 ... -0.05233765  0.02938843
 -0.14187622]",pop,22050
"[ 0.15924072  0.11972046  0.1126709  ... -0.07067871 -0.01205444
  0.01016235]",pop,22050
[0.37789917 0.22433472 0.48712158 ... 0.4614563  0.10275269 0.47579956],pop,22050
"[-0.09463501 -0.11407471 -0.13574219 ...  0.2437439   0.07592773
  0.18096924]",pop,22050
"[-0.00158691 -0.00152588 -0.0118103  ...  0.00793457  0.05090332
  0.01623535]",pop,22050
[0.03704834 0.03735352 0.037323   ... 0.05224609 0.05944824 0.12362671],pop,22050
"[-0.07617188 -0.05743408 -0.02032471 ...  0.3598938  -0.03610229
  0.21017456]",pop,22050
"[ 0.62197876  0.526947    0.5707092  ... -0.01599121  0.18591309
  0.37527466]",pop,22050
"[-0.19754028 -0.19104004 -0.14093018 ... -0.17849731 -0.15228271
 -0.18267822]",pop,22050
"[-0.04229736 -0.05657959 -0.12426758 ...  0.046875    0.05056763
  0.02993774]",pop,22050
"[ 0.00384521  0.02346802  0.07144165 ...  0.04241943 -0.10992432
 -0.07177734]",pop,22050
[0.22735596 0.23406982 0.23345947 ... 0.25195312 0.32565308 0.09817505],pop,22050
"[-0.05557251 -0.0430603  -0.13937378 ... -0.26757812 -0.3048706
 -0.13964844]",pop,22050
"[ 0.10803223 -0.0798645  -0.06811523 ...  0.16378784  0.1510315
  0.13223267]",pop,22050
"[-0.1217041  -0.11859131 -0.12683105 ... -0.37356567 -0.4385376
 -0.3409729 ]",pop,22050
"[-0.04229736 -0.05657959 -0.12426758 ...  0.046875    0.05056763
  0.02993774]",pop,22050
"[-0.01672363  0.00247192 -0.0020752  ... -0.13113403 -0.02645874
  0.07791138]",pop,22050
"[-0.35333252 -0.26159668 -0.04421997 ...  0.11123657  0.03106689
 -0.06323242]",pop,22050
"[-0.05828857  0.01071167  0.09915161 ...  0.03128052 -0.01806641
 -0.00238037]",pop,22050
"[-0.42181396 -0.4069214  -0.34994507 ... -0.2857666  -0.19955444
 -0.08422852]",pop,22050
"[-0.02783203  0.03942871  0.01895142 ... -0.11349487 -0.13946533
 -0.16949463]",pop,22050
"[-0.0411377  -0.03457642 -0.04684448 ...  0.49258423  0.5081787
  0.6766968 ]",pop,22050
[0.2953186  0.21789551 0.2272644  ... 0.14749146 0.30541992 0.38446045],pop,22050
"[ 0.02838135 -0.05447388  0.10992432 ... -0.07067871 -0.13583374
 -0.16445923]",pop,22050
"[-0.02728271 -0.03622437 -0.04992676 ...  0.04800415  0.03561401
  0.03475952]",pop,22050
"[ 0.03933716  0.04083252  0.04171753 ... -0.03192139 -0.04574585
 -0.03948975]",pop,22050
[0.2953186  0.21789551 0.2272644  ... 0.14749146 0.30541992 0.38446045],pop,22050
[0.35791016 0.3979187  0.32870483 ... 0.09716797 0.04232788 0.01092529],pop,22050
"[ 0.10684204  0.13616943  0.074646   ... -0.31143188 -0.3444519
 -0.332489  ]",pop,22050
"[ 2.5878906e-02 -1.2207031e-04  3.6834717e-02 ...  3.9044189e-01
  2.3257446e-01  2.8952026e-01]",pop,22050
"[-0.10604858 -0.08395386 -0.09460449 ... -0.44470215 -0.27789307
 -0.4321289 ]",pop,22050
[0.1227417  0.07086182 0.07052612 ... 0.36099243 0.36624146 0.32626343],pop,22050
"[-0.13864136  0.14367676 -0.15341187 ... -0.125      -0.15026855
 -0.14309692]",pop,22050
"[ 0.04043579 -0.11618042  0.04278564 ...  0.655365    0.592041
  0.6399536 ]",pop,22050
"[-0.04464722 -0.05615234 -0.04205322 ...  0.02310181  0.02587891
  0.0269165 ]",pop,22050
[0.31271362 0.4494934  0.35662842 ... 0.20315552 0.23342896 0.07855225],pop,22050
"[-0.13348389 -0.09143066 -0.07568359 ...  0.15698242  0.18441772
  0.19113159]",pop,22050
"[-0.04116821 -0.0506897  -0.07846069 ...  0.17160034  0.13851929
  0.05413818]",pop,22050
"[ 0.08834839  0.08383179  0.05740356 ... -0.18606567 -0.1984253
 -0.16970825]",pop,22050
"[-0.51446533 -0.1772461  -0.33996582 ...  0.0328064  -0.03161621
  0.0484314 ]",pop,22050
"[-0.42837524 -0.4496765  -0.46420288 ... -0.0645752   0.08364868
  0.10876465]",pop,22050
"[-0.02709961 -0.02371216  0.05221558 ... -0.15200806 -0.16900635
 -0.25219727]",pop,22050
"[ 0.09573364  0.10336304  0.03237915 ... -0.03540039 -0.15487671
 -0.11849976]",pop,22050
"[ 0.04147339  0.03170776  0.01766968 ... -0.00732422 -0.01150513
 -0.01361084]",pop,22050
"[-0.01693726 -0.01861572  0.00778198 ...  0.05941772  0.07400513
  0.07827759]",pop,22050
[0.34866333 0.33044434 0.3052063  ... 0.07794189 0.09710693 0.02154541],pop,22050
"[-0.25305176 -0.41104126 -0.35287476 ... -0.17889404 -0.12127686
 -0.05593872]",pop,22050
"[ 0.16674805  0.14935303  0.13183594 ... -0.04043579 -0.02600098
 -0.01837158]",pop,22050
"[ 0.0725708  -0.00869751 -0.01080322 ... -0.06570435  0.03738403
 -0.07449341]",pop,22050
"[ 0.20877075  0.05661011  0.1496582  ... -0.15530396  0.04458618
  0.0536499 ]",pop,22050
"[-0.9907532  -0.9530945  -0.99102783 ...  0.32305908  0.42929077
  0.0949707 ]",pop,22050
[0.2557068  0.2401123  0.27786255 ... 0.5334778  0.6204529  0.45776367],pop,22050
[0.04934692 0.0451355  0.02978516 ... 0.29040527 0.2875061  0.24035645],pop,22050
"[ 0.10720825  0.16122437  0.28585815 ... -0.22924805 -0.20629883
 -0.11334229]",pop,22050
"[-0.09075928 -0.08178711 -0.06820679 ...  0.05010986  0.0112915
 -0.00152588]",pop,22050
"[-0.00195312 -0.00289917 -0.00338745 ...  0.29577637  0.23806763
  0.18539429]",reggae,22050
"[-0.00991821 -0.03305054 -0.0279541  ... -0.12088013 -0.15499878
 -0.11825562]",reggae,22050
"[-0.06414795 -0.10864258 -0.10760498 ...  0.13720703  0.10501099
  0.07913208]",reggae,22050
[0.01171875 0.01907349 0.01971436 ... 0.05947876 0.05453491 0.04397583],reggae,22050
"[-0.00268555 -0.00506592 -0.00262451 ... -0.11639404 -0.12243652
 -0.11956787]",reggae,22050
"[ 0.00253296  0.00289917  0.0067749  ... -0.01333618 -0.01696777
 -0.01733398]",reggae,22050
"[-1.2542725e-02 -1.6235352e-02  2.1362305e-03 ... -1.1199951e-02
 -9.1552734e-05  1.4251709e-02]",reggae,22050
"[ 0.00091553  0.00552368  0.01049805 ... -0.01828003 -0.02224731
 -0.0274353 ]",reggae,22050
"[-0.01977539 -0.03433228 -0.03216553 ... -0.0166626  -0.00927734
 -0.00332642]",reggae,22050
[0.0345459  0.05648804 0.05606079 ... 0.04187012 0.04284668 0.04074097],reggae,22050
"[-0.00732422 -0.00878906 -0.00521851 ... -0.07107544 -0.08532715
 -0.08901978]",reggae,22050
[0.02072144 0.04492188 0.05422974 ... 0.06912231 0.08303833 0.08572388],reggae,22050
"[-0.0357666  -0.06692505 -0.03018188 ... -0.0355835  -0.05636597
 -0.05566406]",reggae,22050
"[-0.01907349 -0.03610229 -0.03683472 ... -0.11407471 -0.12088013
 -0.11746216]",reggae,22050
"[-0.02325439 -0.03765869 -0.03546143 ...  0.03512573  0.03808594
  0.03692627]",reggae,22050
"[ 0.00323486 -0.00701904 -0.02740479 ... -0.00125122 -0.00390625
 -0.0055542 ]",reggae,22050
"[ 0.06219482  0.05770874  0.06124878 ...  0.00271606 -0.00027466
 -0.00152588]",reggae,22050
"[-0.27105713 -0.22567749 -0.09362793 ... -0.04730225 -0.04577637
 -0.0479126 ]",reggae,22050
"[ 0.08181763  0.06604004  0.05450439 ...  0.04745483  0.05297852
 -0.01800537]",reggae,22050
"[-0.14257812 -0.1408081  -0.07382202 ... -0.04309082  0.08926392
  0.23165894]",reggae,22050
"[ 0.02566528 -0.03268433 -0.01937866 ...  0.04833984  0.0355835
  0.03915405]",reggae,22050
"[-0.08255005 -0.12149048 -0.18081665 ... -0.01409912 -0.01150513
 -0.02529907]",reggae,22050
"[-0.07211304 -0.05154419 -0.02157593 ... -0.02841187 -0.04376221
 -0.12576294]",reggae,22050
"[ 0.04727173  0.02368164 -0.00256348 ... -0.27996826 -0.2833252
 -0.29013062]",reggae,22050
"[-0.14013672 -0.14840698 -0.06219482 ...  0.07339478  0.05938721
  0.05514526]",reggae,22050
"[ 0.03982544  0.04125977  0.03393555 ... -0.0546875  -0.04458618
 -0.04180908]",reggae,22050
"[-0.14089966 -0.15338135 -0.1572876  ... -0.03601074 -0.02526855
  0.00189209]",reggae,22050
[0.06442261 0.05731201 0.08111572 ... 0.10769653 0.19091797 0.03796387],reggae,22050
"[-0.13345337 -0.12698364 -0.12200928 ...  0.02294922  0.02658081
  0.03622437]",reggae,22050
"[-0.03488159  0.006073   -0.06253052 ...  0.10107422  0.09991455
  0.10491943]",reggae,22050
"[-0.04498291 -0.04492188 -0.04794312 ... -0.16766357 -0.19000244
 -0.19494629]",reggae,22050
"[-0.05059814 -0.06195068 -0.07055664 ... -0.05441284 -0.06747437
 -0.07458496]",reggae,22050
"[ 0.25927734  0.2713318   0.26333618 ... -0.02270508 -0.01971436
 -0.01849365]",reggae,22050
"[-0.02337646  0.01895142  0.04492188 ...  0.09356689  0.07809448
  0.06292725]",reggae,22050
"[ 0.09283447  0.15490723  0.15963745 ... -0.26193237 -0.2199707
 -0.15994263]",reggae,22050
"[-0.00610352 -0.00622559 -0.00546265 ... -0.00106812 -0.00091553
  0.00030518]",reggae,22050
"[-0.13165283 -0.1355896  -0.13720703 ... -0.09939575  0.06854248
  0.06536865]",reggae,22050
"[-0.00262451 -0.00375366 -0.00387573 ... -0.09399414 -0.09292603
 -0.08978271]",reggae,22050
"[-0.04309082  0.00143433 -0.02267456 ... -0.0763855  -0.05957031
 -0.07385254]",reggae,22050
[0.3501892  0.34851074 0.32894897 ... 0.1505127  0.17098999 0.07476807],reggae,22050
"[-0.0123291  -0.0269165  -0.0670166  ...  0.3770752   0.61535645
  0.67718506]",reggae,22050
"[ 0.06243896  0.04812622  0.03561401 ... -0.0418396  -0.01348877
  0.02618408]",reggae,22050
"[-0.072052   -0.06845093 -0.06713867 ...  0.21130371  0.19897461
  0.18203735]",reggae,22050
"[ 0.01681519 -0.02255249  0.02285767 ... -0.10302734 -0.10443115
 -0.10949707]",reggae,22050
"[ 0.24630737  0.23175049  0.17788696 ... -0.0088501   0.00048828
  0.00088501]",reggae,22050
"[ 1.2033081e-01  1.7001343e-01  1.8334961e-01 ... -2.9541016e-02
  3.0517578e-05  2.3590088e-02]",reggae,22050
[0.00784302 0.02593994 0.03579712 ... 0.18051147 0.19680786 0.17868042],reggae,22050
"[ 0.28475952  0.24075317  0.3190918  ...  0.03997803 -0.03897095
 -0.03143311]",reggae,22050
"[-0.19573975 -0.21173096 -0.22302246 ...  0.283844    0.27349854
  0.2614746 ]",reggae,22050
"[-0.19573975 -0.21173096 -0.22302246 ... -0.21466064 -0.19448853
 -0.1517334 ]",reggae,22050
"[ 0.11520386  0.06674194  0.00909424 ...  0.02227783 -0.15585327
 -0.2144165 ]",reggae,22050
"[-0.09777832  0.04702759  0.35583496 ...  0.24295044  0.184906
  0.03436279]",reggae,22050
"[-0.13311768 -0.12646484 -0.12411499 ...  0.11132812  0.1166687
  0.11071777]",reggae,22050
"[ 0.00747681  0.00671387  0.00643921 ... -0.12322998 -0.13497925
 -0.13015747]",reggae,22050
[0.06112671 0.03997803 0.01208496 ... 0.03512573 0.06921387 0.02316284],reggae,22050
"[-0.16085815 -0.14453125 -0.15539551 ... -0.03115845 -0.03103638
  0.00177002]",reggae,22050
"[-0.10247803 -0.06808472 -0.04293823 ...  0.01733398 -0.00900269
 -0.05114746]",reggae,22050
"[-0.10247803 -0.06808472 -0.04293823 ...  0.01733398 -0.00900269
 -0.05114746]",reggae,22050
"[-0.10681152  0.00787354  0.08511353 ... -0.16644287 -0.11175537
 -0.09024048]",reggae,22050
"[-0.00796509  0.01934814  0.04452515 ...  0.19561768  0.21774292
  0.23886108]",reggae,22050
"[-0.08026123 -0.07498169 -0.06542969 ...  0.0401001   0.02371216
  0.01965332]",reggae,22050
"[-0.20089722 -0.20748901 -0.2081604  ... -0.09344482 -0.06344604
 -0.03222656]",reggae,22050
"[ 0.11141968  0.11791992  0.1177063  ... -0.20199585 -0.14941406
 -0.15652466]",reggae,22050
"[-0.07522583 -0.07281494 -0.01156616 ... -0.14041138 -0.12265015
 -0.23773193]",reggae,22050
"[-0.00839233 -0.00604248 -0.00396729 ... -0.32748413 -0.32061768
 -0.3066101 ]",reggae,22050
"[-0.01669312 -0.01657104 -0.01553345 ... -0.09423828 -0.00646973
  0.10296631]",reggae,22050
[0.03512573 0.06054688 0.07858276 ... 0.00735474 0.04598999 0.06103516],reggae,22050
"[-0.21862793 -0.2841797  -0.24127197 ... -0.2553711  -0.20605469
 -0.12139893]",reggae,22050
"[ 0.17611694  0.18450928  0.1875     ... -0.09796143 -0.14486694
 -0.13574219]",reggae,22050
"[-0.03390503 -0.02319336 -0.0637207  ... -0.02084351 -0.04437256
 -0.06750488]",reggae,22050
"[ 0.0284729   0.02911377  0.05215454 ...  0.02828979  0.0319519
 -0.0241394 ]",reggae,22050
"[-0.1885376  -0.20864868 -0.21633911 ... -0.04943848 -0.02984619
 -0.03100586]",reggae,22050
"[-0.03222656 -0.04006958 -0.10153198 ... -0.16564941 -0.14459229
 -0.12747192]",reggae,22050
[0.18087769 0.20031738 0.21447754 ... 0.06091309 0.09344482 0.1973877 ],reggae,22050
"[-0.03363037 -0.03662109 -0.14022827 ...  0.0067749  -0.0802002
 -0.14544678]",reggae,22050
"[ 0.03533936  0.05337524 -0.00479126 ... -0.26861572 -0.16836548
 -0.11712646]",rock,22050
[0.05249023 0.08755493 0.09542847 ... 0.10195923 0.16171265 0.17993164],rock,22050
"[-0.00073242 -0.0401001  -0.01553345 ... -0.07189941 -0.1000061
 -0.13946533]",rock,22050
"[-0.09124756 -0.06356812 -0.04788208 ...  0.12573242  0.08944702
  0.07394409]",rock,22050
"[ 0.383667    0.33795166  0.3093567  ... -0.30325317 -0.11831665
 -0.18682861]",rock,22050
"[-0.037323    0.01690674  0.00811768 ...  0.12271118  0.11727905
  0.11752319]",rock,22050
"[ 0.05072021 -0.02709961 -0.07885742 ...  0.14202881  0.12142944
  0.06787109]",rock,22050
"[ 0.0489502   0.01687622  0.06091309 ... -0.3171997  -0.331604
 -0.3491211 ]",rock,22050
[0.13500977 0.08554077 0.01641846 ... 0.14147949 0.20477295 0.2501526 ],rock,22050
"[ 0.07925415  0.05932617  0.03930664 ...  0.18045044  0.06588745
 -0.04772949]",rock,22050
"[-0.11639404 -0.12783813 -0.12310791 ... -0.23446655 -0.25601196
 -0.2566223 ]",rock,22050
[0.3204956  0.22769165 0.26626587 ... 0.21588135 0.20315552 0.35205078],rock,22050
"[-0.10235596 -0.06472778 -0.00518799 ... -0.1036377  -0.08279419
 -0.06362915]",rock,22050
[0.3352661  0.1633606  0.08322144 ... 0.06304932 0.16360474 0.1465149 ],rock,22050
"[-0.1164856  -0.08837891 -0.0050354  ... -0.22717285 -0.23620605
 -0.18695068]",rock,22050
[0.0586853  0.04315186 0.06188965 ... 0.05279541 0.11877441 0.07745361],rock,22050
"[ 0.14505005 -0.07525635 -0.34817505 ... -0.11114502 -0.02606201
  0.09072876]",rock,22050
"[-0.5274658  -0.49420166 -0.2960205  ...  0.04638672  0.08068848
  0.10092163]",rock,22050
"[-0.05438232 -0.07556152 -0.12057495 ...  0.10971069  0.10113525
  0.08978271]",rock,22050
"[-0.09091187 -0.10177612 -0.09683228 ...  0.15197754  0.15585327
  0.14904785]",rock,22050
[0.10412598 0.09262085 0.04888916 ... 0.01690674 0.01473999 0.01776123],rock,22050
"[ 0.00497437 -0.00152588 -0.00912476 ...  0.06738281 -0.0848999
 -0.04885864]",rock,22050
"[-0.10357666 -0.08364868  0.08837891 ...  0.13192749  0.18023682
  0.19668579]",rock,22050
"[ 0.20800781  0.17477417  0.1178894  ... -0.00463867  0.03137207
  0.01412964]",rock,22050
"[ 0.01974487  0.0213623   0.0222168  ... -0.13058472 -0.08270264
 -0.05801392]",rock,22050
[0.14434814 0.2128601  0.19824219 ... 0.09204102 0.07012939 0.04364014],rock,22050
"[-0.02911377 -0.1050415  -0.21081543 ... -0.03387451  0.03942871
  0.11050415]",rock,22050
"[ 0.00656128 -0.00244141  0.08013916 ...  0.08990479  0.07531738
  0.04660034]",rock,22050
"[ 0.16378784  0.19824219  0.1796875  ... -0.23965454  0.03549194
  0.32717896]",rock,22050
"[-0.03817749 -0.01821899 -0.02246094 ...  0.00189209  0.00866699
  0.01657104]",rock,22050
[0.02182007 0.01678467 0.00079346 ... 0.04876709 0.02178955 0.02444458],rock,22050
"[-0.06842041 -0.05499268 -0.00134277 ... -0.07080078 -0.17538452
 -0.22354126]",rock,22050
"[-0.10986328 -0.0760498  -0.07336426 ... -0.19326782 -0.26968384
 -0.18850708]",rock,22050
"[-0.14489746 -0.13366699 -0.11526489 ... -0.02243042 -0.0328064
 -0.02883911]",rock,22050
"[ 0.17285156  0.16674805  0.16027832 ... -0.00604248 -0.02496338
 -0.05529785]",rock,22050
[0.0932312  0.03738403 0.04071045 ... 0.15518188 0.15011597 0.1060791 ],rock,22050
"[-0.16629028 -0.16043091 -0.1503601  ...  0.0057373  -0.0010376
 -0.00213623]",rock,22050
[0.06262207 0.05981445 0.05804443 ... 0.06216431 0.06976318 0.05404663],rock,22050
"[ 0.01132202  0.00515747 -0.00082397 ...  0.00079346 -0.00012207
  0.00195312]",rock,22050
"[-0.00057983  0.01351929  0.02947998 ...  0.19744873  0.13589478
  0.09179688]",rock,22050
"[-0.06503296 -0.09866333 -0.068573   ...  0.11178589  0.12683105
  0.15652466]",rock,22050
"[-0.02664185 -0.0512085  -0.05618286 ...  0.17425537  0.14343262
  0.11401367]",rock,22050
"[-0.04223633 -0.07180786 -0.05297852 ... -0.11495972 -0.05975342
 -0.07138062]",rock,22050
"[-0.04086304 -0.01208496  0.01791382 ... -0.0954895  -0.08010864
 -0.03552246]",rock,22050
"[-0.03771973 -0.04727173 -0.02374268 ...  0.00756836  0.02194214
  0.02880859]",rock,22050
"[ 0.00915527 -0.00558472 -0.03121948 ...  0.0249939  -0.01477051
 -0.02624512]",rock,22050
[0.09933472 0.18466187 0.07312012 ... 0.06643677 0.11355591 0.12359619],rock,22050
"[ 0.01882935  0.03295898  0.03451538 ... -0.07113647 -0.05267334
 -0.01193237]",rock,22050
"[-0.0223999  -0.09103394 -0.16448975 ...  0.02685547 -0.00210571
 -0.05944824]",rock,22050
"[-0.09875488 -0.08969116 -0.01046753 ...  0.07485962  0.09884644
  0.06381226]",rock,22050
"[-0.07824707 -0.15307617 -0.13339233 ... -0.03494263 -0.00942993
  0.01477051]",rock,22050
"[ 0.02114868  0.02572632  0.01599121 ...  0.04058838  0.00906372
 -0.00085449]",rock,22050
"[-0.04159546 -0.09088135 -0.10888672 ...  0.02267456 -0.00048828
  0.02560425]",rock,22050
"[-0.21136475 -0.39596558 -0.3473816  ...  0.01327515  0.01467896
  0.01364136]",rock,22050
"[-0.09780884 -0.09225464  0.00909424 ...  0.01461792 -0.00250244
 -0.03085327]",rock,22050
[0.04519653 0.09005737 0.07757568 ... 0.16696167 0.2243042  0.23706055],rock,22050
"[-0.02493286  0.00021362  0.10403442 ... -0.02667236 -0.02947998
 -0.03930664]",rock,22050
"[-0.06756592 -0.18374634 -0.11587524 ... -0.06304932 -0.11407471
 -0.07897949]",rock,22050
"[ 0.07907104  0.09909058  0.03787231 ... -0.02233887 -0.02249146
 -0.01278687]",rock,22050
"[-0.04614258 -0.16088867 -0.04949951 ...  0.2315979   0.23287964
  0.19213867]",rock,22050
"[-0.01446533 -0.0246582  -0.02252197 ... -0.02563477 -0.03598022
 -0.04724121]",rock,22050
"[ 0.03897095  0.09915161  0.17953491 ... -0.02075195 -0.0227356
 -0.0168457 ]",rock,22050
"[-0.11642456 -0.14483643 -0.19577026 ...  0.23501587  0.2668457
  0.24856567]",rock,22050
"[-0.06097412 -0.08227539 -0.09133911 ... -0.246521   -0.3296814
 -0.31167603]",rock,22050
"[-0.02352905 -0.03363037 -0.03527832 ... -0.10430908 -0.10281372
 -0.08773804]",rock,22050
"[ 0.19281006  0.283844    0.22647095 ...  0.03961182 -0.00082397
 -0.15444946]",rock,22050
"[ 0.00222778 -0.04449463 -0.07247925 ... -0.13763428 -0.15084839
 -0.17767334]",rock,22050
"[ 0.05926514  0.06332397  0.03329468 ... -0.08285522  0.01535034
  0.11514282]",rock,22050
"[-0.03121948 -0.06448364 -0.05792236 ... -0.08337402 -0.10443115
 -0.10617065]",rock,22050
"[-0.06228638 -0.09375    -0.09216309 ... -0.06637573 -0.05273438
 -0.07110596]",rock,22050
"[-0.0826416  -0.12426758 -0.09277344 ... -0.09838867 -0.09558105
 -0.09036255]",rock,22050
"[ 0.07272339  0.10369873  0.10211182 ...  0.04983521  0.0390625
 -0.00601196]",rock,22050
"[-0.03414917 -0.0383606   0.00308228 ...  0.3545227   0.34646606
  0.2678833 ]",rock,22050
[0.0859375  0.14483643 0.14294434 ... 0.00994873 0.01605225 0.02294922],rock,22050
"[-0.02111816 -0.03451538 -0.03536987 ...  0.00134277  0.00250244
 -0.00186157]",rock,22050
